id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1003,Female,26,1,28,1,< 1 Year,No,51451,152,30,0
1004,Female,25,1,41,1,< 1 Year,No,23420,152,90,0
1005,Male,49,1,5,0,1-2 Year,Yes,36205,26,281,0
1006,Female,23,1,41,0,< 1 Year,Yes,46543,152,36,0
1007,Male,54,1,48,0,1-2 Year,Yes,2630,124,254,0
1009,Female,54,1,28,0,> 2 Years,Yes,49985,157,295,0
1010,Female,42,1,33,1,1-2 Year,No,31856,152,186,0
1011,Male,53,1,28,0,1-2 Year,Yes,48625,124,13,0
1012,Female,24,1,8,1,< 1 Year,No,44095,152,63,0
1014,Female,67,1,28,1,1-2 Year,Yes,37809,124,294,0
1015,Male,27,1,50,1,< 1 Year,No,21844,152,17,0
1016,Male,49,1,3,0,1-2 Year,Yes,40065,26,267,0
1017,Female,24,1,11,1,< 1 Year,No,21837,152,95,0
1018,Male,32,1,41,1,< 1 Year,No,26466,152,25,0
1019,Female,39,1,8,0,1-2 Year,Yes,2630,19,102,0
1021,Female,34,1,28,1,1-2 Year,No,36282,155,190,0
1022,Female,61,1,28,0,1-2 Year,Yes,54320,26,20,0
1023,Male,45,1,50,1,1-2 Year,Yes,26717,30,221,0
1024,Female,71,1,28,1,1-2 Year,No,40980,122,255,0
1025,Female,22,1,28,0,1-2 Year,Yes,2630,124,117,0
1026,Female,25,1,33,1,< 1 Year,No,33951,152,206,0
1027,Male,45,1,46,0,1-2 Year,Yes,25738,124,155,0
1028,Male,30,1,3,0,< 1 Year,Yes,22419,152,90,0
1029,Female,27,1,15,1,< 1 Year,No,31022,152,39,0
1030,Female,62,1,28,0,1-2 Year,Yes,37684,13,73,0
1031,Male,47,1,28,0,1-2 Year,Yes,45821,124,44,0
1032,Male,38,1,28,0,> 2 Years,Yes,43607,124,62,0
1033,Male,53,1,28,0,> 2 Years,Yes,68850,154,39,0
1034,Female,22,1,28,1,< 1 Year,No,29540,152,122,0
1036,Male,21,1,37,1,< 1 Year,Yes,29537,160,243,0
1037,Female,21,1,41,0,1-2 Year,Yes,27381,124,292,0
1038,Female,28,1,28,1,< 1 Year,No,45896,152,215,0
1039,Male,41,1,50,0,1-2 Year,Yes,37067,152,124,0
1040,Female,22,1,8,0,< 1 Year,Yes,33829,152,168,0
1041,Male,41,1,15,0,1-2 Year,Yes,2630,157,232,0
1042,Male,38,1,22,0,1-2 Year,Yes,54790,124,164,0
1043,Female,26,1,21,1,< 1 Year,No,29505,152,28,0
1045,Female,65,1,28,1,1-2 Year,No,48784,26,288,0
1046,Male,39,1,30,1,1-2 Year,No,28982,124,89,0
1047,Male,27,1,45,1,< 1 Year,Yes,24301,152,102,0
1049,Male,47,1,28,1,1-2 Year,No,35116,61,38,0
1050,Male,65,1,41,0,1-2 Year,Yes,41305,26,230,0
1051,Male,24,1,7,1,< 1 Year,No,36284,152,99,0
1052,Female,48,1,18,0,1-2 Year,Yes,33361,124,289,0
1053,Female,53,1,28,1,1-2 Year,No,31164,13,202,0
1055,Female,42,1,35,1,1-2 Year,No,2630,152,57,0
1056,Female,23,1,18,1,< 1 Year,No,26583,152,54,0
1057,Female,31,1,28,0,< 1 Year,Yes,38865,26,157,0
1058,Male,50,1,47,0,1-2 Year,Yes,39197,124,295,0
1059,Male,40,1,20,1,1-2 Year,No,2630,124,165,0
1060,Male,30,1,41,0,< 1 Year,Yes,42814,152,144,0
1061,Male,21,1,30,1,< 1 Year,No,31543,152,192,0
1062,Male,71,0,3,0,1-2 Year,No,25323,26,179,0
1063,Female,24,1,25,1,< 1 Year,No,42342,152,147,0
1064,Male,72,1,9,0,1-2 Year,No,25026,26,187,0
1065,Female,24,1,50,1,< 1 Year,No,22267,152,231,0
1066,Male,46,1,7,0,1-2 Year,Yes,42101,152,164,0
1067,Male,65,1,8,1,1-2 Year,No,2630,26,118,0
1068,Male,54,1,7,1,1-2 Year,No,37697,124,138,0
1069,Female,21,1,28,0,< 1 Year,Yes,60733,124,292,0
1070,Male,59,1,3,0,1-2 Year,No,2630,26,87,0
1072,Female,22,1,8,0,< 1 Year,No,44879,160,247,0
1073,Male,44,1,28,0,1-2 Year,Yes,31494,124,204,0
1074,Male,50,1,48,1,1-2 Year,No,2630,26,114,0
1075,Female,21,1,28,1,< 1 Year,No,37386,152,275,0
1076,Female,34,1,8,0,1-2 Year,Yes,2630,124,57,0
1077,Female,69,1,28,0,> 2 Years,Yes,42340,26,40,0
1078,Female,21,1,30,0,< 1 Year,Yes,25024,160,20,0
1079,Male,25,1,28,0,1-2 Year,No,32174,26,239,0
1081,Male,23,1,50,1,< 1 Year,No,45359,152,141,0
1083,Male,43,1,28,0,1-2 Year,Yes,29751,124,269,0
1084,Female,31,1,5,1,< 1 Year,No,35655,152,103,0
1085,Female,47,1,12,0,1-2 Year,Yes,27971,154,276,0
1086,Male,25,1,10,1,< 1 Year,No,22069,152,93,0
1087,Female,27,1,12,1,< 1 Year,No,28210,152,33,0
1088,Female,33,1,33,1,< 1 Year,No,28238,152,231,0
1089,Female,68,1,47,1,1-2 Year,No,36077,16,130,0
1090,Female,41,1,35,0,1-2 Year,No,23041,124,176,0
1091,Male,62,1,8,0,1-2 Year,Yes,28505,7,123,0
1092,Female,22,1,41,1,< 1 Year,No,36997,152,25,0
1093,Female,32,1,46,1,1-2 Year,No,19107,124,220,0
1094,Male,43,1,31,0,1-2 Year,Yes,2630,124,114,0
1095,Female,24,1,50,1,< 1 Year,No,26717,152,296,0
1096,Male,77,1,7,0,1-2 Year,Yes,36581,124,191,0
1097,Male,61,1,49,1,1-2 Year,No,23580,26,290,0
1098,Male,43,1,28,0,1-2 Year,Yes,52520,124,63,0
1099,Female,45,1,28,0,1-2 Year,Yes,40525,26,174,0
1100,Male,27,1,35,1,< 1 Year,No,30996,152,226,0
1101,Female,42,1,21,0,1-2 Year,No,30377,152,252,0
1102,Female,61,1,11,0,1-2 Year,Yes,28484,120,23,0
1103,Female,27,1,28,1,< 1 Year,No,27632,152,218,0
1104,Male,23,1,46,1,< 1 Year,No,31870,151,254,0
1106,Female,33,1,28,1,1-2 Year,No,32211,124,242,0
1107,Female,77,1,28,0,1-2 Year,Yes,47544,26,45,0
1108,Male,33,1,41,1,< 1 Year,No,32985,152,40,0
1109,Female,25,1,25,1,< 1 Year,No,28122,152,171,0
1110,Male,56,1,28,1,1-2 Year,No,2630,26,242,0
1111,Male,26,1,30,1,< 1 Year,No,18212,152,26,0
1112,Male,24,1,36,1,< 1 Year,No,34727,152,75,0
1113,Male,21,1,8,0,< 1 Year,Yes,48914,160,57,0
1114,Male,38,1,28,0,1-2 Year,Yes,32338,124,259,0
1115,Male,22,1,8,0,< 1 Year,Yes,2630,160,211,0
1116,Male,50,1,8,1,1-2 Year,No,39267,26,174,0
1117,Female,61,1,28,1,1-2 Year,No,2630,26,226,0
1118,Female,23,1,27,0,< 1 Year,Yes,38228,160,198,0
1119,Male,23,1,28,0,< 1 Year,Yes,66952,26,167,0
1120,Male,32,1,41,1,< 1 Year,No,40287,152,248,0
1121,Male,26,1,36,1,< 1 Year,No,2630,152,138,0
1122,Female,26,1,51,1,< 1 Year,No,2630,160,245,0
1123,Female,24,1,32,0,< 1 Year,Yes,33896,152,295,0
1124,Male,70,1,8,0,1-2 Year,Yes,29174,26,222,0
1125,Female,26,1,6,1,< 1 Year,No,19814,152,81,0
1128,Female,27,1,8,1,< 1 Year,No,35169,152,203,0
1129,Female,23,1,8,1,< 1 Year,No,40813,152,276,0
1130,Female,64,1,28,0,1-2 Year,Yes,2630,156,155,0
1131,Male,48,1,28,0,1-2 Year,Yes,21877,124,109,0
1132,Female,41,1,8,0,1-2 Year,No,42356,124,115,0
1133,Male,52,1,50,1,1-2 Year,No,37981,8,272,0
1135,Female,61,1,8,0,1-2 Year,Yes,2630,26,283,0
1136,Male,22,1,8,1,< 1 Year,No,25266,26,188,0
1137,Male,68,1,11,0,1-2 Year,Yes,33639,124,180,0
1138,Female,23,1,6,1,< 1 Year,No,13636,152,163,0
1139,Female,38,1,24,1,1-2 Year,No,20761,152,92,0
1140,Female,27,1,29,1,< 1 Year,No,30006,152,110,0
1141,Female,43,1,28,1,1-2 Year,No,139130,122,28,0
1142,Female,36,1,8,0,1-2 Year,Yes,57831,26,221,0
1143,Male,23,1,11,1,< 1 Year,No,31897,152,138,0
1145,Male,43,1,28,0,1-2 Year,Yes,22441,26,83,0
1146,Male,42,1,28,0,1-2 Year,Yes,25231,13,246,0
1147,Male,23,1,39,0,< 1 Year,No,2630,152,293,0
1148,Female,40,1,7,1,1-2 Year,No,2630,124,184,0
1149,Male,55,1,41,0,1-2 Year,Yes,22757,136,77,0
1150,Male,45,1,28,1,1-2 Year,No,2630,156,55,0
1151,Female,48,1,28,1,1-2 Year,No,43755,26,295,0
1152,Female,37,1,47,0,1-2 Year,No,41035,124,212,0
1153,Male,54,1,28,0,> 2 Years,Yes,37248,124,262,0
1155,Female,46,1,28,0,1-2 Year,Yes,42666,26,259,0
1156,Female,21,1,17,0,< 1 Year,Yes,42852,152,200,0
1157,Male,45,1,7,0,1-2 Year,No,2630,26,97,0
1158,Female,68,1,24,0,1-2 Year,Yes,33437,124,22,0
1160,Male,22,1,12,1,< 1 Year,No,30902,152,159,0
1161,Male,24,1,36,0,< 1 Year,No,29653,152,159,0
1162,Female,21,1,12,0,< 1 Year,Yes,2630,152,149,0
1163,Male,50,1,28,0,1-2 Year,Yes,40768,124,94,0
1164,Male,28,1,27,1,< 1 Year,No,25757,152,129,0
1165,Male,40,1,28,1,1-2 Year,No,58145,124,172,0
1167,Male,24,1,34,0,< 1 Year,No,29619,151,100,0
1169,Female,58,1,28,0,1-2 Year,Yes,40773,26,166,0
1170,Female,21,1,46,1,< 1 Year,No,48452,160,111,0
1171,Male,45,1,20,0,1-2 Year,Yes,2630,124,123,0
1172,Male,42,1,28,0,> 2 Years,Yes,36553,26,259,0
1173,Male,68,1,2,1,1-2 Year,No,34796,26,170,0
1174,Female,27,1,41,1,< 1 Year,No,41109,152,34,0
1175,Male,24,1,13,0,< 1 Year,No,23564,152,45,0
1176,Male,36,1,28,0,1-2 Year,Yes,60320,124,21,0
1177,Male,59,1,26,0,> 2 Years,Yes,38063,22,283,0
1178,Female,21,1,30,1,< 1 Year,No,27662,152,16,0
1179,Female,66,1,46,1,1-2 Year,No,33671,124,177,0
1180,Male,75,1,28,1,1-2 Year,No,31290,124,157,0
1182,Female,24,1,30,1,< 1 Year,No,33522,152,188,0
1183,Female,53,1,8,0,1-2 Year,Yes,51134,152,149,0
1185,Female,24,1,15,0,< 1 Year,Yes,47809,152,24,0
1186,Male,27,1,8,0,< 1 Year,Yes,33975,152,298,0
1187,Male,59,1,28,1,1-2 Year,No,36629,120,263,0
1188,Male,28,1,11,1,< 1 Year,No,2630,160,156,0
1190,Male,42,1,36,0,1-2 Year,Yes,51383,26,126,0
1191,Female,22,1,8,1,< 1 Year,No,45841,152,48,0
1192,Male,21,1,37,0,< 1 Year,Yes,29314,160,210,0
1193,Male,39,1,19,1,1-2 Year,No,26368,124,207,0
1194,Male,56,1,8,0,1-2 Year,Yes,35429,124,259,0
1195,Male,46,1,28,0,1-2 Year,Yes,47144,26,84,0
1196,Female,23,1,32,1,< 1 Year,No,33613,151,219,0
1198,Female,26,1,37,0,< 1 Year,Yes,31602,152,280,0
1199,Female,22,1,37,0,< 1 Year,Yes,32373,160,219,0
1200,Male,41,1,28,0,1-2 Year,Yes,98002,52,44,0
1201,Male,23,1,8,1,< 1 Year,No,51281,152,148,0
1202,Female,59,1,28,0,1-2 Year,Yes,37871,26,127,0
1203,Male,26,1,8,1,< 1 Year,No,51556,152,295,0
1204,Female,25,1,8,1,< 1 Year,No,41939,152,167,0
1205,Male,23,1,50,1,< 1 Year,No,28016,152,131,0
1206,Female,26,1,17,1,< 1 Year,No,20416,152,143,0
1207,Male,29,1,41,1,< 1 Year,No,29620,152,145,0
1208,Female,21,1,41,1,< 1 Year,No,27094,152,299,0
1209,Male,21,1,28,1,< 1 Year,No,63440,152,164,0
1210,Female,26,1,21,1,< 1 Year,No,33002,152,20,0
1211,Male,42,1,28,1,1-2 Year,No,34454,154,179,0
1212,Male,49,1,28,1,1-2 Year,Yes,2630,26,150,0
1214,Male,65,1,28,1,1-2 Year,Yes,67117,26,182,0
1215,Female,27,1,3,1,< 1 Year,No,2630,152,83,0
1216,Male,50,1,17,0,1-2 Year,Yes,37489,26,36,0
1217,Female,21,1,4,0,< 1 Year,Yes,2630,160,208,0
1218,Male,40,1,41,1,1-2 Year,No,2630,26,233,0
1219,Male,59,1,46,0,1-2 Year,No,29034,26,283,0
1220,Male,51,1,15,0,1-2 Year,Yes,32420,154,281,0
1221,Female,22,1,15,1,< 1 Year,Yes,42142,152,182,0
1222,,23,1,50,0,< 1 Year,No,39583,151,128,0
1223,,24,1,15,1,< 1 Year,No,28883,152,249,0
1226,,20,1,2,0,< 1 Year,Yes,30476,124,281,0
1227,,25,1,37,0,< 1 Year,No,27220,152,203,0
1228,,49,1,28,1,1-2 Year,No,33238,26,288,0
1229,,47,1,35,1,1-2 Year,No,41798,122,62,0
1230,Female,58,1,28,0,1-2 Year,Yes,47480,124,137,0
1231,Male,27,1,15,1,< 1 Year,No,2630,152,181,0
1232,Female,23,1,6,1,< 1 Year,No,30404,152,145,0
1233,Female,20,1,47,0,< 1 Year,Yes,46175,160,171,0
1234,Male,32,1,17,0,1-2 Year,Yes,41966,156,187,0
1236,Male,27,1,46,0,< 1 Year,Yes,2630,152,211,0
1237,Male,61,1,46,0,1-2 Year,Yes,24554,156,292,0
1238,Male,47,1,8,0,1-2 Year,Yes,34444,124,203,0
1240,Female,24,1,36,1,< 1 Year,No,32851,152,144,0
1241,Female,20,1,15,0,< 1 Year,Yes,34907,122,67,0
1242,Female,57,1,40,0,1-2 Year,No,33701,26,257,0
1243,Male,26,1,28,1,< 1 Year,No,39914,152,278,0
1244,Male,26,1,28,1,< 1 Year,Yes,2630,160,186,0
1245,Female,78,1,28,1,1-2 Year,No,45112,152,236,0
1246,Female,56,1,28,0,1-2 Year,Yes,2630,26,97,0
1247,Female,25,1,8,0,< 1 Year,Yes,38777,152,217,0
1,Male,44,1,28,0,> 2 Years,Yes,40454,26,217,1
3,Male,47,1,28,0,> 2 Years,Yes,38294,26,27,1
8,Female,56,1,28,0,1-2 Year,Yes,32031,26,72,1
11,Female,47,1,35,0,1-2 Year,Yes,47576,124,46,1
16,Male,37,1,6,0,1-2 Year,Yes,2630,156,147,1
20,Female,60,1,33,0,1-2 Year,Yes,32363,124,102,1
27,Female,51,1,28,0,1-2 Year,Yes,38341,124,49,1
30,Male,57,1,11,0,1-2 Year,Yes,25679,157,232,1
58,Male,54,1,28,0,1-2 Year,Yes,25205,26,283,1
70,Female,50,1,41,0,1-2 Year,Yes,2630,26,81,1
79,Male,29,1,28,0,1-2 Year,Yes,42567,26,167,1
90,Female,20,1,36,0,< 1 Year,Yes,46275,160,281,1
106,Female,44,1,28,0,1-2 Year,Yes,50521,26,22,1
114,Male,50,1,30,0,1-2 Year,Yes,34271,26,229,1
121,Male,39,1,3,0,1-2 Year,Yes,37239,26,216,1
124,Male,34,1,18,0,1-2 Year,Yes,38232,124,156,1
131,Male,50,1,28,0,1-2 Year,Yes,57389,26,155,1
136,Female,43,1,41,0,1-2 Year,Yes,2630,26,19,1
149,Female,38,1,28,0,1-2 Year,Yes,34471,124,234,1
157,Female,41,1,28,0,1-2 Year,Yes,54740,124,212,1
167,Female,28,1,44,0,1-2 Year,Yes,37570,156,258,1
179,Male,46,1,28,0,1-2 Year,Yes,60478,26,128,1
198,Male,42,1,3,0,1-2 Year,Yes,32293,124,105,1
202,Female,41,1,28,0,1-2 Year,Yes,22561,124,207,1
205,Female,30,1,28,0,< 1 Year,Yes,39104,122,263,1
213,Male,44,1,28,0,> 2 Years,Yes,42754,124,23,1
224,Female,61,1,28,0,> 2 Years,Yes,2630,157,190,1
236,Male,23,1,39,0,< 1 Year,Yes,29575,152,281,1
246,Female,21,1,11,0,< 1 Year,Yes,35555,152,242,1
248,Female,43,1,28,0,1-2 Year,Yes,29578,31,203,1
261,Male,54,1,28,0,1-2 Year,Yes,34367,124,237,1
277,Female,36,1,15,0,1-2 Year,Yes,2630,26,69,1
282,Female,54,1,41,0,1-2 Year,Yes,53581,124,199,1
293,Female,43,1,3,0,1-2 Year,Yes,31020,26,59,1
299,Female,49,1,31,0,1-2 Year,Yes,2630,124,32,1
334,Male,44,1,28,0,1-2 Year,Yes,30427,124,237,1
340,Female,69,1,28,0,1-2 Year,Yes,32400,26,189,1
346,Male,42,1,38,0,1-2 Year,Yes,34193,156,116,1
347,Male,22,1,37,0,< 1 Year,Yes,38240,152,221,1
355,Male,57,1,28,0,1-2 Year,Yes,19618,122,96,1
359,Male,43,1,28,0,1-2 Year,Yes,39495,124,172,1
360,Male,54,1,15,0,1-2 Year,Yes,35116,124,171,1
373,Male,45,1,28,0,> 2 Years,Yes,49145,122,222,1
383,Female,55,1,28,0,> 2 Years,Yes,49146,26,190,1
400,Male,59,1,28,0,1-2 Year,Yes,44233,124,160,1
401,Male,23,1,47,0,< 1 Year,Yes,25080,152,277,1
402,Male,65,1,28,0,1-2 Year,Yes,90789,26,186,1
404,Male,49,1,28,0,1-2 Year,Yes,37214,26,158,1
417,Male,41,1,21,0,1-2 Year,Yes,29440,157,87,1
429,Female,21,1,34,0,1-2 Year,Yes,36314,163,86,1
431,Male,48,1,8,0,1-2 Year,Yes,42100,124,247,1
442,Female,67,1,29,0,1-2 Year,Yes,43753,124,30,1
447,Male,54,1,35,0,1-2 Year,Yes,26629,26,113,1
451,Female,23,1,37,0,< 1 Year,Yes,21214,152,126,1
462,Male,52,1,28,0,1-2 Year,Yes,46090,124,217,1
471,Female,74,1,28,0,> 2 Years,Yes,30128,26,164,1
480,Male,30,1,28,0,< 1 Year,Yes,51429,121,119,1
484,Female,44,1,28,0,1-2 Year,Yes,52593,26,30,1
485,Female,36,1,8,0,1-2 Year,Yes,63198,26,244,1
490,Female,39,1,28,0,1-2 Year,Yes,45387,154,59,1
506,Male,37,1,28,0,1-2 Year,Yes,42207,124,135,1
515,Female,22,1,37,0,< 1 Year,Yes,32093,152,113,1
540,Male,45,1,28,0,1-2 Year,Yes,2630,26,204,1
544,Male,57,1,28,0,1-2 Year,Yes,24552,26,122,1
547,Male,38,1,28,0,1-2 Year,Yes,46272,124,203,1
558,Female,51,1,33,0,1-2 Year,Yes,31243,152,39,1
569,Male,40,1,4,0,1-2 Year,Yes,33466,124,120,1
577,Female,52,1,7,0,1-2 Year,Yes,2630,157,19,1
584,Male,57,1,28,0,1-2 Year,Yes,31179,26,160,1
598,Female,49,1,46,0,1-2 Year,Yes,25996,26,184,1
599,Male,42,1,41,0,1-2 Year,Yes,35129,163,80,1
613,Female,45,1,8,0,1-2 Year,Yes,2630,26,96,1
617,Male,46,1,28,0,> 2 Years,Yes,64819,124,82,1
620,Female,41,1,28,0,1-2 Year,Yes,35524,124,13,1
622,Female,43,1,28,0,> 2 Years,Yes,37314,26,288,1
628,Male,42,1,28,0,> 2 Years,Yes,34815,26,101,1
655,Female,59,1,18,0,1-2 Year,No,23322,124,133,1
662,Female,34,1,29,0,1-2 Year,Yes,30045,26,119,1
669,Male,45,1,33,0,1-2 Year,Yes,23958,26,35,1
675,Female,37,1,28,0,1-2 Year,Yes,45037,26,238,1
679,Male,31,1,39,0,< 1 Year,Yes,2630,26,166,1
689,Male,61,1,8,0,> 2 Years,Yes,22257,124,171,1
703,Female,43,1,28,0,1-2 Year,Yes,46174,26,21,1
706,Female,35,1,46,0,1-2 Year,Yes,29036,124,227,1
715,Male,47,1,26,0,1-2 Year,Yes,28871,26,60,1
717,Male,44,1,8,0,1-2 Year,Yes,32342,124,255,1
719,Male,36,1,8,0,1-2 Year,Yes,32752,156,287,1
733,Male,77,1,28,0,1-2 Year,Yes,2630,26,109,1
735,Male,50,1,28,0,> 2 Years,Yes,53905,124,253,1
739,Male,43,1,28,0,1-2 Year,Yes,29921,26,146,1
749,Male,46,1,28,0,> 2 Years,Yes,38166,26,37,1
751,Male,49,1,30,0,1-2 Year,Yes,2630,26,59,1
762,Female,40,1,28,0,1-2 Year,Yes,2630,124,197,1
767,Female,69,1,18,0,1-2 Year,Yes,30539,124,107,1
775,Male,58,1,28,0,1-2 Year,Yes,2630,158,180,1
790,Male,40,1,28,0,1-2 Year,Yes,28113,124,278,1
794,Male,52,1,3,0,1-2 Year,Yes,28088,26,285,1
806,Male,38,1,48,0,1-2 Year,Yes,2630,124,10,1
807,Female,67,1,29,0,1-2 Year,Yes,45459,124,267,1
814,Male,62,1,28,0,1-2 Year,Yes,38052,124,82,1
834,Male,25,1,37,0,< 1 Year,Yes,31531,152,49,1
846,Female,44,1,28,0,1-2 Year,Yes,43624,26,28,1
847,Male,43,1,39,0,1-2 Year,Yes,2630,124,26,1
852,Male,54,1,8,0,< 1 Year,Yes,34948,26,116,1
853,Female,44,1,41,0,1-2 Year,Yes,31059,26,263,1
861,Male,42,1,28,0,1-2 Year,Yes,30408,124,74,1
882,Male,34,1,45,0,1-2 Year,Yes,2630,156,223,1
883,Male,54,1,9,0,> 2 Years,Yes,40603,31,161,1
895,Female,29,1,41,0,< 1 Year,Yes,2630,121,166,1
896,Male,47,1,41,0,1-2 Year,Yes,35297,124,74,1
912,Male,72,1,28,0,> 2 Years,Yes,54468,122,129,1
919,Male,32,1,28,0,1-2 Year,Yes,2630,124,227,1
925,Male,37,1,18,0,1-2 Year,Yes,53672,154,32,1
931,Female,51,1,28,0,1-2 Year,Yes,37564,26,252,1
932,Female,25,1,47,0,< 1 Year,Yes,57180,154,205,1
950,Female,46,1,26,0,1-2 Year,Yes,2630,157,142,1
957,Male,50,1,15,0,1-2 Year,Yes,33666,124,242,1
971,Male,34,1,28,0,1-2 Year,Yes,31177,26,103,1
972,Male,52,1,28,0,1-2 Year,Yes,50851,124,285,1
979,Female,33,1,46,0,1-2 Year,Yes,2630,156,116,1
981,Male,35,1,32,0,1-2 Year,Yes,34062,163,236,1
982,Male,38,1,36,0,1-2 Year,Yes,37742,26,295,1
985,Male,23,1,16,0,< 1 Year,Yes,2630,152,126,1
989,Male,48,1,3,0,1-2 Year,Yes,32485,124,12,1
998,Male,31,1,41,0,< 1 Year,Yes,18987,152,100,1
999,Female,43,1,28,0,1-2 Year,Yes,55924,26,216,1
1008,Male,23,1,28,0,< 1 Year,Yes,65040,26,55,1
1013,Female,47,1,20,0,1-2 Year,Yes,2630,26,227,1
1020,Female,45,1,28,0,1-2 Year,Yes,45878,26,127,1
1035,Male,45,1,29,0,1-2 Year,Yes,42124,26,71,1
1044,Male,28,1,9,0,1-2 Year,Yes,31804,157,124,1
1048,Female,50,1,11,0,1-2 Year,Yes,35427,124,237,1
1054,Male,53,1,3,0,1-2 Year,Yes,18090,26,85,1
1071,Male,24,1,49,0,< 1 Year,Yes,27291,152,155,1
1080,Male,71,1,28,0,1-2 Year,Yes,67477,26,221,1
1082,Male,74,1,30,0,> 2 Years,Yes,34753,124,206,1
1105,Female,47,1,28,0,1-2 Year,Yes,28815,26,97,1
1126,Male,52,1,22,0,1-2 Year,Yes,30642,8,148,1
1127,Male,33,1,24,0,< 1 Year,Yes,2630,156,120,1
1134,Female,25,1,28,0,< 1 Year,Yes,23752,152,151,1
1144,Female,45,1,48,0,1-2 Year,Yes,2630,157,171,1
1154,Male,36,1,39,0,1-2 Year,Yes,29846,26,47,1
1159,Female,47,1,31,0,1-2 Year,Yes,2630,26,40,1
1166,Male,36,1,18,0,1-2 Year,No,2630,124,212,1
1168,Male,33,1,28,0,1-2 Year,Yes,28902,124,220,1
1181,Female,67,1,37,0,1-2 Year,Yes,42448,156,180,1
1184,Female,31,1,28,0,< 1 Year,Yes,28921,124,264,1
1189,Female,39,1,28,0,> 2 Years,Yes,34874,26,70,1
1197,Male,28,1,11,0,< 1 Year,Yes,2630,124,221,1
1213,Female,56,1,28,0,1-2 Year,Yes,28268,26,170,1
1224,Female,62,1,28,0,> 2 Years,Yes,41904,26,35,1
1225,Male,24,1,28,0,< 1 Year,Yes,43900,152,270,1
1235,Male,66,1,28,0,1-2 Year,Yes,64942,26,248,1
1239,Male,47,1,30,0,1-2 Year,Yes,30100,124,60,1
1264,Male,38,1,28,0,1-2 Year,Yes,18906,24,136,1
1270,Male,59,1,28,0,1-2 Year,Yes,61464,26,141,1
1299,Female,35,1,3,0,1-2 Year,Yes,2630,156,38,1
1301,Male,59,1,29,0,1-2 Year,Yes,33708,26,205,1
1307,Female,56,1,28,0,> 2 Years,Yes,47123,26,56,1
1309,Male,49,1,28,0,1-2 Year,Yes,31342,26,20,1
1330,Female,24,1,41,0,< 1 Year,Yes,31522,152,173,1
1341,Female,30,1,30,0,< 1 Year,Yes,2630,152,53,1
1350,Male,43,1,28,0,1-2 Year,Yes,24004,124,108,1
1357,Male,48,1,3,0,1-2 Year,Yes,37412,26,180,1
1374,Female,75,1,28,0,> 2 Years,Yes,49332,124,49,1
1376,Female,45,1,28,0,1-2 Year,Yes,38615,124,52,1
1392,Female,31,1,28,0,< 1 Year,Yes,29775,124,68,1
1401,Female,44,1,28,0,1-2 Year,Yes,33487,154,81,1
1403,Male,30,1,28,0,1-2 Year,Yes,37322,154,53,1
1405,Male,77,1,28,0,1-2 Year,Yes,48516,26,149,1
1413,Female,41,1,28,0,1-2 Year,Yes,267698,124,63,1
1414,Female,69,1,41,0,> 2 Years,Yes,45091,106,166,1
1429,Female,55,1,28,0,> 2 Years,Yes,42059,24,45,1
1452,Male,36,1,28,0,1-2 Year,Yes,25195,54,101,1
1457,Male,39,1,28,0,> 2 Years,Yes,42278,124,14,1
1468,Male,46,1,4,0,1-2 Year,Yes,2630,156,96,1
1474,Male,51,1,3,0,1-2 Year,Yes,15715,26,185,1
1482,Male,32,1,28,0,1-2 Year,Yes,29193,124,46,1
1490,Female,38,1,30,0,1-2 Year,Yes,2630,157,297,1
1494,Female,30,1,4,0,1-2 Year,Yes,2630,156,41,1
1495,Female,48,1,28,0,1-2 Year,Yes,32662,26,199,1
1504,Male,24,1,5,0,< 1 Year,Yes,32619,152,74,1
1512,Male,43,1,50,0,1-2 Year,Yes,28285,8,153,1
1513,Male,34,1,28,0,1-2 Year,Yes,34438,26,190,1
1519,Female,39,1,39,0,1-2 Year,Yes,35159,124,32,1
1533,Male,35,1,28,0,1-2 Year,Yes,2630,157,286,1
1534,Female,39,1,28,0,1-2 Year,Yes,37734,,56,1
1540,Male,46,1,29,0,1-2 Year,Yes,28209,,84,1
1544,Female,32,1,3,0,< 1 Year,Yes,2630,,71,1
1550,Female,48,1,28,0,> 2 Years,Yes,41910,,285,1
1562,Male,47,1,31,0,1-2 Year,Yes,2630,124,183,1
1569,Male,53,1,29,0,1-2 Year,Yes,61662,154,105,1
1570,Male,29,1,28,0,< 1 Year,Yes,67466,124,75,1
1573,Female,26,1,29,0,1-2 Year,Yes,23111,150,205,1
1582,Female,27,1,14,0,1-2 Year,Yes,28579,156,188,1
1591,Male,31,1,23,0,< 1 Year,Yes,26262,152,92,1
1595,Male,32,1,28,0,1-2 Year,Yes,28331,26,173,1
1609,Female,31,1,8,0,< 1 Year,Yes,25498,152,195,1
1610,Female,42,1,8,0,1-2 Year,Yes,29277,26,141,1
1613,Male,55,1,15,0,1-2 Year,Yes,29994,154,215,1
1632,Male,49,1,28,0,1-2 Year,No,47598,25,205,1
1637,Male,55,1,28,0,1-2 Year,Yes,46443,26,298,1
1638,Male,31,1,8,0,< 1 Year,Yes,44628,124,289,1
